age,income,months_at_company,num_products,web_visits,app_usage_hours,region,interaction_income_products,log_income,behavior_1,behavior_2,behavior_3,target_churn_binary,target_segment_multiclass,target_spend_regression,target_anomaly_binary
61,28993.706595038486,199,2,14,0.9847613948886529,North,57987.41319007697,10.274834071453483,7.295848625674299,-3.408029709828546,19.12991223793161,0,0,27509.661255189516,0
42,53101.621697516246,218,3,6,1.2758041155827704,West,159304.86509254875,10.879962747206546,3.4450790483880858,-18.91486119868409,18.42835262228982,0,1,46877.413073702,0
66,71255.3061947244,71,1,8,1.4598063069060927,East,71255.3061947244,11.17402456826634,4.650817170872749,-22.242278777341014,7.245574074433961,0,2,53873.13186259127,0
44,60220.09254778414,7,6,11,0.0923058206463849,North,361320.5552867048,11.005761338862577,5.97540437405447,-21.710668646720226,0.47900031169866386,0,2,42296.82861334385,0
59,52315.05030596616,200,2,16,2.1219836899394022,West,104630.10061193231,10.86503937741205,8.900543149905348,-17.09196522403874,19.841365480478373,0,1,42341.33689225996,0
45,75679.05793725545,80,4,6,4.376542556568896,West,302716.2317490218,11.234256755673329,5.1417541632868,-28.41647556752949,9.135282672916214,0,2,55399.677651906866,0
33,47224.38916008794,67,3,10,1.1006661763139465,East,141673.16748026383,10.762665757613487,4.734654616392092,-17.27397006257748,8.945566911657119,0,1,28946.299159200764,0
32,40706.66487467474,237,1,12,0.7435821749800748,West,40706.66487467474,10.614147114158628,7.159563841159403,-15.33041852746427,22.51716618356879,0,0,30340.325915159796,0
64,52307.47874117386,138,1,9,2.3042522505180476,North,52307.47874117386,10.864894636793094,5.602350105902567,-13.624308551259723,14.234461839025187,0,1,33712.597682527805,0
68,61497.01052167394,199,0,10,1.9113405549913596,West,0.0,11.026743843209458,5.458999450188118,-16.398747590415233,20.35584046682054,0,2,54016.71751045719,0
61,24233.088562876088,213,0,12,1.578921011684441,North,0.0,10.095474274233414,5.933076287839608,0.8673889594626754,18.36068511476259,0,0,13695.730700248972,1
69,54273.02965235626,181,3,6,5.043747994452945,West,162819.08895706877,10.901782691044799,2.914822734015231,-13.320500315897654,19.888715222024437,0,1,35241.2505330785,0
20,62155.175233044654,101,2,9,1.307601497306094,East,124310.35046608931,11.037389363513043,3.737515804536042,-27.233424329526013,8.26709268072982,0,2,47168.54237227547,0
54,45955.375620547085,95,4,9,0.42827810905778485,North,183821.50248218834,10.735426109418844,6.250769820642883,-12.112642733505334,7.9905847904701846,0,1,39727.84631844102,0
68,66604.47149453963,87,5,8,0.03761682889371741,West,333022.35747269815,11.106526993832373,2.859688078846272,-19.519784267121587,8.060379734467165,0,2,51077.24156809376,0
24,59617.79993616605,185,2,5,0.9062272425948679,South,119235.5998723321,10.995709465111503,2.0768936886928278,-24.415928718672426,16.395071305771012,0,2,51934.85023259986,0
38,82120.74677766615,91,0,6,1.5847244905385147,North,0.0,11.315945964828323,3.2150895075810735,-32.81759047236928,7.404119176481669,0,2,68929.60735629978,1
26,38740.956536281774,214,8,6,0.28336527056535377,North,309927.6522902542,10.564652627835352,3.0879571090661693,-12.99688106170077,22.35482061108662,0,0,32781.92123608328,0
56,62460.647757441344,103,8,14,0.03915215400211092,North,499685.18205953075,11.04229200153964,6.603009247670132,-18.158685118993795,7.918532687910266,1,2,46920.84812348549,0
35,34740.14138303893,126,4,14,3.596818921372413,South,138960.5655321557,10.455651109534625,8.702286250622493,-7.691387838385557,14.439974267314057,0,0,30161.616408029404,0
21,25769.50323084911,155,0,10,0.5391912911545016,East,0.0,10.156947026427199,5.389668264522653,-8.734106219484193,13.598150941279943,0,0,8692.868003430143,1
42,19467.037357731908,182,2,8,0.941178027267116,West,38934.074715463816,9.876477922316147,4.824378393440155,-1.7961247011995294,19.769531966905582,0,0,15087.665631510316,1
31,58074.8603359539,113,1,14,0.14323230518844768,South,58074.8603359539,10.969488152744695,8.408210136445296,-22.596049249334897,12.145326888130556,0,2,52405.57546924213,0
67,52763.71870916154,4,0,4,0.7209619465644919,West,0.0,10.87357908784175,2.4331577053649607,-12.859948380804854,-1.7117444901808518,0,1,38977.604422635784,0
26,42814.234139573695,88,1,13,0.8268811867954636,South,42814.234139573695,10.664625899634153,6.510740567762164,-16.21344479663032,6.870006189526196,0,1,36024.275981611645,0
43,23397.434990755803,151,2,8,3.495621185117206,South,46794.869981511605,10.060381679557878,2.840779617125296,-3.429466629573286,16.233594696259445,0,0,9730.546964174668,1
19,39644.200607919855,176,2,4,3.0088124760831727,West,79288.40121583971,10.587699951747876,5.184082139341536,-14.986043949612943,19.685998604981666,0,0,35638.38794690916,0
37,50061.39511513185,211,1,7,0.31423461284731624,West,50061.39511513185,10.82100543345744,5.294568047863674,-16.392328984055254,21.165805245765622,0,1,38576.765501809365,0
45,61897.54050189647,170,0,10,1.2181063147797189,West,0.0,11.033235724472897,6.631806148258352,-21.312332888409088,19.261888500447522,0,2,47955.86620491663,0
64,49751.96374628561,3,0,16,1.9709482933258518,East,0.0,10.814805214094877,8.780223111467762,-11.609805466901982,2.676814726486069,0,1,38064.91855138392,0
24,53780.90514057917,91,4,12,0.5176502139532633,North,215123.62056231668,10.892673760112224,6.038965201004856,-22.374923065943744,7.346499800134784,0,1,44657.40222843169,0
61,44358.014285387966,3,1,7,0.752385064453919,South,44358.014285387966,10.700048676832715,3.70302197886077,-9.25329600520019,2.913727070470994,0,1,33233.8859307261,0
25,76238.36303790731,156,1,12,6.287733134949668,North,76238.36303790731,11.24162006692637,8.241228501323803,-32.73573772986687,16.931152627010775,0,2,61866.05195343112,0
64,34726.25533507658,191,2,8,2.139001315364076,West,69452.51067015316,10.455251317727265,5.463488358799569,-3.768788183591552,17.423648336131194,0,0,21592.676907407997,0
52,39511.42674072309,81,1,8,0.8621932938630867,West,39511.42674072309,10.584345193629765,3.5002319091360703,-9.17231184529763,6.920909483536025,0,0,29497.688660796313,0
31,42614.6288900973,159,2,9,1.1456174845482492,South,85229.2577801946,10.659952874484766,4.4716535119884755,-15.307862436499335,18.16178613326513,0,0,35680.20954972816,0
34,58140.56596965086,138,1,7,1.4743765675111067,South,58140.56596965086,10.970618908665603,3.6414930051822636,-22.076781642728243,16.807608444511416,0,2,45740.25364987479,0
53,34417.10315319679,177,2,7,1.0362464625198484,South,68834.20630639358,10.446308904492088,4.3482667713606595,-5.173001274030177,17.345124837098837,0,0,29268.826935707573,0
67,52035.77885821998,214,4,9,0.7955735038344803,South,208143.11543287992,10.859686815928038,5.725823807361358,-13.527521328750872,26.113189603700576,0,1,44664.737803197764,0
57,52473.65215139836,94,3,17,0.6679073109159923,South,157420.95645419508,10.868066458821048,9.985420095338235,-14.510424076116337,12.500120953154353,0,1,45049.71008099275,0
21,39584.6304389993,126,1,11,0.2776550752054332,West,39584.6304389993,10.586196201677131,5.83800238563996,-16.150009288499184,14.002921080727841,0,0,35195.12195676553,0
19,54949.69191435285,113,2,7,5.452787770550046,South,109899.3838287057,10.914173353161871,6.949969895496995,-23.72562312276815,12.483800679491212,0,1,34115.33861351572,0
23,34882.79151893853,149,2,9,0.143796461950639,East,69765.58303787706,10.45974890690018,4.638085674760467,-14.224274337432524,16.119880368664333,0,0,22185.77406788216,0
59,33243.8878630738,100,0,8,1.3782749768184301,North,0.0,10.411626205519406,6.173267215498517,-2.6086191153420013,6.937552735416802,0,0,35625.131446228566,0
21,51494.08634782161,53,5,4,4.813479009796374,North,257470.43173910805,10.849222251860926,4.441449572721276,-21.71625120152325,4.138536945474151,0,1,46357.85659365517,0
46,25103.666217829057,87,3,7,0.704841333798254,East,75310.99865348717,10.130769178908842,3.3708795323024057,-4.147762722753109,8.644136763036986,0,0,18166.377083830084,0
35,17827.95946174643,230,3,9,0.43637364221290675,South,53483.878385239295,9.788523260210733,6.949074740485933,-0.2824523316878904,22.295644382414654,0,0,17311.740916079492,0
43,57992.499511952,204,4,17,4.669173935158136,West,231969.998047808,10.968068962406717,8.494469490723265,-20.822858660216113,21.722376593379412,0,2,43617.89607246348,0
61,65734.54913886756,89,5,10,2.4272589196233287,West,328672.74569433776,11.09337992833891,7.249605034410729,-20.526095287673712,9.279550551642238,0,2,55889.895980033405,0
51,42997.95321961206,54,1,12,1.5964251462839645,East,42997.95321961206,10.6689077939989,6.285671274330624,-11.852326414129262,6.600577316793757,0,0,29623.140629113757,0
27,39978.94021853344,185,2,14,1.4200801687716589,East,79957.88043706688,10.596108099912493,5.623410218479279,-16.3714836953623,18.145881316898173,0,0,34074.884877625824,0
53,65083.0283896184,20,2,14,0.6697262814964151,East,130166.0567792368,11.083419093588045,9.653310853669275,-21.83957774215705,4.688679862302619,0,2,51115.52670224295,0
31,32816.9267300162,113,1,6,1.5379840445101738,North,32816.9267300162,10.398699720101622,3.831185963404292,-9.795985751640043,11.779151153537079,0,0,30087.130878661847,0
48,29549.410629182625,49,4,9,1.93661495067761,East,118197.6425167305,10.293819077768426,4.863378509255227,-3.573344359306531,4.500299822624981,0,0,35431.657723246644,0
65,60614.54635562732,234,0,12,0.04836797030463437,West,0.0,11.012290182124422,5.810691548335659,-16.678178675362517,24.79994115495811,0,2,48800.982287909224,0
32,50135.57279768461,135,5,10,0.18781778635688334,South,250677.86398842305,10.822486070998666,6.136842877842328,-18.639508108829126,15.054397284868374,0,1,30813.8388482073,0
25,65973.15108935357,29,0,14,0.567746479341719,West,0.0,11.097003136565853,7.278650548119347,-28.515311666025326,3.1232709574182733,0,2,53921.43598103334,0
31,17896.011818330313,48,1,12,0.5854105640396583,East,17896.011818330313,9.792333163559237,8.308196646716278,-2.181414265171536,1.8377143504238571,0,0,13952.042525003924,1
40,28989.890133221554,221,2,6,3.461636689734694,West,57979.78026644311,10.274702432092084,3.6058605952175884,-4.907616037102348,24.097927161869457,0,0,11427.897225143548,1
57,50214.980897662346,13,1,5,1.7304205637870924,North,50214.980897662346,10.82406868541638,1.8890790912325717,-14.799215738741887,-1.842279794495904,0,1,36315.47363150741,0
38,56265.1054772568,3,0,17,0.7014204876026399,West,0.0,10.937829825833665,9.073748612381305,-22.686592303354622,-2.319257490347881,0,2,48758.030430051585,0
33,62704.95631534188,2,0,9,2.484811203703444,North,0.0,11.046195771588453,5.676901035405505,-23.195502539580666,0.4632708128910926,0,2,55449.651996635264,0
62,52622.26653213167,16,0,17,0.5855578396576762,South,0.0,10.870894627253334,7.706076198036852,-14.969202364505762,0.7825253993540477,0,1,47293.22410766857,0
35,52469.82733037853,94,1,11,7.025695211905914,East,52469.82733037853,10.8679935658497,6.283940263568869,-20.881318124618506,9.619014541078988,0,1,50367.730351641636,0
64,44158.97685454702,102,3,8,2.2822766040424236,South,132476.93056364107,10.695551511627928,3.8571048935969667,-9.335743229070967,13.193672415262036,0,1,33881.807060683976,0
41,73863.57357356776,134,5,10,2.4784400545703957,East,369317.8678678388,11.209975070306369,5.379257267169859,-29.48933793589003,14.309153696070055,0,2,54361.62148173628,0
43,33454.648167942534,45,1,11,0.453630300126886,South,33454.648167942534,10.417946014585397,4.9167801505148905,-9.847565591528495,3.0786617448314315,0,0,19013.89100046933,0
42,55385.30228833908,71,0,14,0.2350400581850705,South,0.0,10.922069535882136,8.42708885932249,-19.112953310361277,8.89747293090423,0,1,44312.84680368956,0
62,35182.8674811797,133,0,14,0.7403114205719648,South,0.0,10.468314523815241,6.970520389889407,-5.149268092112413,10.595635837844444,0,0,25091.85360136326,0
58,58021.678187075144,56,3,6,0.6102294762314433,North,174065.03456122545,10.96857198154312,4.621975642593477,-16.85960649412311,4.423851280929286,1,2,42084.45035715201,0
46,34444.73645918351,199,3,7,2.203419615815951,North,103334.20937755052,10.447111476936435,1.9779772841842713,-7.1088905712696455,19.888294888611334,0,0,19385.813048003976,0
32,61157.235477506874,226,3,17,0.28726406940484783,West,183471.70643252062,11.021203457541768,9.067712783852006,-23.988933978300548,21.50199295811796,0,2,47139.688749542496,0
62,51681.57420236776,127,1,12,1.1244692703156034,West,51681.57420236776,10.852856598564701,6.575755173886224,-12.62079310583372,14.155003027514548,0,1,37185.79792672254,0
18,76169.58759888023,32,0,12,1.4840717744056668,West,0.0,11.240717549132407,7.687824779685197,-35.86431051898091,3.3507033440378935,0,2,57503.54544021261,0
42,45784.70529092621,49,1,14,0.7296031951723438,East,45784.70529092621,10.731705368717058,7.168886734855313,-16.601775292575045,5.5640084988510665,0,1,45410.195771159626,0
24,56374.49174371318,13,6,11,0.33585447108507654,North,338246.9504622791,10.939772061131755,4.666567874873856,-24.22018290211119,1.6239407540421602,0,2,45174.24963474306,0
26,38305.155793089354,158,2,11,3.3902484811978724,South,76610.31158617871,10.553339782116371,6.775827838995739,-14.205557278597034,17.741914204595208,0,0,30045.50570742816,0
41,45681.60490338058,25,3,8,0.2242125217138125,West,137044.81471014174,10.72945097732438,4.296713854691831,-14.706042482846351,0.5936433092212645,0,1,40650.557789185514,0
18,51586.24219166529,213,1,12,0.5431868794206474,North,51586.24219166529,10.85101029172657,5.5276882797887925,-21.86373137037115,18.088798038818005,0,1,38994.576849502606,0
61,27091.70116292939,60,2,14,2.1193726298387,North,54183.40232585878,10.206982729819558,7.470578665495438,-0.11085871021456661,7.55329439960078,0,0,24096.65655683507,0
25,28735.64098722842,59,0,11,1.3944877643854863,East,0.0,10.265893477539347,5.523015476964048,-8.966687442398579,4.536452558697675,0,0,26527.50797241462,0
41,58997.88949753468,213,5,8,1.9675906586663638,South,294989.4474876734,10.985256951019824,6.295851610348085,-21.168006897340504,19.415138498571153,0,2,42455.00642155859,0
28,47808.69767702481,156,1,4,2.481391152651587,North,47808.69767702481,10.774962861697269,2.6767886090290016,-19.043388254542112,15.953973212190656,0,1,37128.78979267873,0
68,41106.10200427967,58,3,13,3.3863155983575024,North,123318.30601283902,10.623911856721566,7.464555764243397,-5.8669979752181725,6.327448579734698,0,0,25568.76593365494,0
34,38945.20729374867,20,2,8,0.5448266281226344,West,77890.41458749733,10.569910996070623,3.952348778196578,-12.345466373925117,4.267293436538758,0,0,25717.328339506148,0
25,39522.66806414459,162,2,12,0.9645515808575789,East,79045.33612828919,10.584629661327538,5.969955707037947,-15.514616642625173,16.47588186877996,0,0,28084.884616456642,0
52,51688.26072512343,133,1,11,1.7486199534922484,East,51688.26072512343,10.85298596943522,6.2845711999589575,-16.725652684880355,13.42726374145145,0,1,43112.417100017934,0
52,56675.53796174285,210,2,5,2.375258106725321,South,113351.0759234857,10.945097967377311,2.4822153069353496,-16.960577025455834,19.710786040472335,0,2,40000.81801811768,0
50,18618.391555621638,188,0,7,1.2934737756044985,East,0.0,9.831905164480188,3.780676831877477,1.196683773709397,21.876121340279795,0,0,15542.314349172844,0
22,71192.51085154837,231,2,18,1.08154295538548,South,142385.02170309675,11.173142907198507,7.817060184488939,-30.0257513583385,25.421259259273803,0,2,55710.06619942403,0
59,70125.5114441299,171,1,4,1.765332122110253,South,70125.5114441299,11.158041936119327,2.7631023004031166,-24.23215912077831,13.647250015356526,0,2,54582.52098007418,0
56,15040.17854679651,57,0,6,0.7219706002813417,West,0.0,9.6184804688959,3.475596638533008,1.2639411954930764,8.562194273201888,0,0,15749.679855602102,0
58,66288.90044484196,185,6,11,3.362295614897541,West,397733.4026690518,11.101777748053701,5.399555948984419,-21.29628973967195,17.371921253972424,0,2,61638.307065664456,0
45,65828.28276996563,203,2,9,0.3578025970234782,North,131656.56553993127,11.09480485429403,5.236197239851695,-25.535357097054323,22.48847057361979,0,2,44559.74838784431,0
24,50006.68241281318,54,4,15,3.2313020722992,West,200026.7296512527,10.819911923736413,8.133668546609218,-19.50941160443201,6.227019727186276,0,1,42953.4312143267,0
26,30542.470671726856,209,0,20,1.547622661965128,North,0.0,10.326873475033073,11.906627748407557,-10.068012837335877,22.88248724282861,0,0,34552.09548839457,0
25,65228.42137497608,112,1,10,1.3769073361091815,North,65228.42137497608,11.085650563592436,5.209686563709733,-26.081125284486575,13.040061812620063,0,2,57152.50156385448,0
29,46381.53400553973,173,1,13,0.9521896691366865,North,46381.53400553973,10.744656684983129,8.126968233046174,-17.339299514415703,18.239828831980997,0,1,40201.774265318105,0
51,58233.18265728434,86,2,4,0.25217723338189163,North,116466.36531456868,10.972210619997073,2.7165217853933368,-20.247039760076053,10.039437474718524,0,2,37519.0276191923,0
50,83288.01907942668,37,1,11,3.0029891555915578,South,83288.01907942668,11.3300599892323,5.248086105408355,-31.091018945671305,2.0571000533609816,0,2,72886.82369234128,1
65,53777.55125935428,84,1,7,0.08094627400127372,North,53777.55125935428,10.892611396234233,3.002729111485881,-13.796216896587,14.711514352579181,0,1,51221.29878463861,0
40,36246.72962422157,48,1,6,0.4719955715506622,North,36246.72962422157,10.498104438950145,4.804148228277969,-10.329836763602415,3.411755897346573,0,0,32318.13034655807,0
41,44964.03507620418,118,2,12,0.17430655911515203,North,89928.07015240836,10.713618228676664,6.925617826851253,-13.980781816399825,12.628618853030721,0,1,40677.06091781023,0
54,38158.31959638518,182,3,6,0.16947644091869543,South,114474.95878915556,10.54949908885848,2.0712951906254,-8.036218139835153,18.400145632827723,0,0,35754.42644161681,0
52,56502.34576172784,48,3,10,0.7424844296987866,East,169507.03728518353,10.942037434179374,5.741529283853796,-18.50462490186815,5.614787375371863,0,2,48639.78523528739,0
61,37908.986618752926,112,0,8,0.26229044032636245,East,0.0,10.542943476914711,3.4427688375110668,-4.927791110990792,9.115305532250693,0,0,34272.37631766518,0
57,42907.228664755356,110,7,6,1.3062082704503915,North,300350.6006532875,10.666795591065467,3.0970085844489232,-8.439133324906683,11.051303310518097,0,0,26287.9468018736,0
39,30733.544383886005,6,2,11,1.4799045926766874,East,61467.08876777201,10.333109988007639,7.3780127425532545,-7.612922806241453,-1.0186548787940466,0,0,37145.75008519251,0
44,48018.694917212844,162,2,9,3.2067979054276075,West,96037.38983442569,10.779345691505311,5.960068408695902,-15.399935498423794,12.87572209650968,0,1,43378.50543846465,0
52,52651.32189953075,191,2,9,0.5343009986539258,West,105302.6437990615,10.871446624550465,3.485363171688427,-17.222832816270557,18.243391460694674,0,1,46726.330417400284,0
18,9728.179293237612,78,2,7,0.5548104616204996,West,19456.358586475224,9.182782034673195,3.763943494925614,-0.6402286700391229,11.398299053607591,0,0,9774.557314347712,1
52,53893.60342220331,176,0,11,0.42427808332048655,West,0.0,10.894767074941923,6.795194970445982,-17.83825401211301,16.521056458340915,0,1,33400.030116910944,0
54,49314.49653354831,23,3,7,2.2835858363045367,South,147943.4896006449,10.805973364140973,4.579508944035119,-14.073630077193283,3.181068554183895,0,1,27923.384201703928,0
64,38525.12076865809,126,0,8,0.8380819926151766,North,0.0,10.559065794996073,4.2193809163646065,-5.789573230520977,13.654488154981951,0,0,33252.64950436292,0
31,80429.4338640481,84,1,8,1.2058567269191915,South,80429.4338640481,11.295135481007845,3.8431618116247397,-31.21565916466036,10.185612806396154,0,2,64242.51737595029,0
20,64377.14791407132,13,4,15,0.7040877517028235,South,257508.59165628528,11.072514003064892,7.752895283222985,-28.174766744673303,1.6817156192214755,0,2,55497.33808858969,0
18,33553.96270772898,47,2,10,0.25584965269226395,North,67107.92541545795,10.420910248919135,2.104603075447449,-12.192247623402052,6.4310355732535776,0,0,25498.990086469053,0
22,62573.5531935671,44,3,4,0.16226289137705963,South,187720.65958070132,11.04409799487514,2.1600079973450734,-28.0045737956831,5.392008524385794,0,2,48426.6431041477,0
43,68667.47114031587,105,3,9,3.0405408299031107,North,206002.41342094762,11.137030874670648,4.396892518953512,-26.33238175680786,13.698435392743685,0,2,53760.60989793171,0
31,51980.313839263355,160,3,12,0.4628105156984092,South,155940.94151779008,10.858620345869893,4.983220363416781,-20.344327564593904,14.359178656961166,0,1,39439.94863572909,0
56,55421.63055420988,154,1,12,4.261170700527416,East,55421.63055420988,10.922725239749042,7.604754532441314,-16.612900923324165,17.37547603765492,0,1,39109.50031861984,0
44,55075.20000382386,181,1,6,4.414523065931589,East,55075.20000382386,10.916454803145092,4.538517894334509,-20.18717974279308,18.816124280572133,0,1,37944.59547134386,0
26,18712.76211615067,14,2,13,0.9777820297710498,West,37425.52423230134,9.8369610361729,6.626649722632877,-4.576044826122117,0.39500002727689587,0,0,17567.844217425063,0
32,47196.95604724401,180,1,10,4.776285083060013,East,47196.95604724401,10.762084678969552,6.340337742964186,-18.76743965651042,17.968720576438876,0,1,41038.169669697985,0
32,46416.30737023957,121,2,15,0.04335127737952174,West,92832.61474047914,10.745406128414396,6.890914878478263,-15.70280594549581,15.662929010836773,0,1,22471.188255875975,0
43,71452.33454839817,36,4,11,0.14418922550655824,West,285809.3381935927,11.176785856699645,3.7557885772981825,-27.537314321380418,3.4744049723754937,0,2,56210.002596728096,0
59,55005.9179534281,8,5,9,0.4182017965245689,West,275029.5897671405,10.915196057579472,4.533513977157997,-16.404818744828717,2.692458844943591,0,1,42891.3425917875,0
30,45535.835568249575,168,1,9,0.3520527657309618,South,45535.835568249575,10.726254889855511,5.199766699254751,-17.784818883169837,17.37796608081792,0,1,38798.90549958137,0
68,48648.12888513483,214,3,10,0.43680809860529246,North,145944.3866554045,10.792368626137309,4.041841615951542,-11.136401052222073,24.152030177759475,0,1,41288.40396887154,0
49,65350.78372441101,150,1,11,0.9030258534980797,East,65350.78372441101,11.087524711702889,5.262999707985766,-22.53383833320177,14.74085799186284,0,2,55750.57024511024,0
56,47231.230051320264,16,2,9,0.09748209858081204,North,94462.46010264053,10.762810606407056,4.396876232569575,-13.248394190320015,3.715690282225988,0,1,36042.198882383476,0
66,39527.06700362587,91,4,8,1.215830888015855,East,158108.26801450347,10.584740956817194,4.1891009235002326,-6.386531007454869,8.496035014106146,0,0,28061.051653411596,0
69,45864.467106187,120,2,16,0.5554095238504422,East,91728.934212374,10.733445959129654,8.159349414918136,-8.599277820156015,12.503503175776595,0,1,28032.57338176826,0
49,64110.442157340236,188,1,10,0.11135413785235186,South,64110.442157340236,11.068362533811992,5.099550890450008,-22.36050244271403,16.46801159899382,0,2,50726.88984394785,0
21,57442.47358396905,60,3,14,2.098821816000493,East,172327.42075190714,10.95853926658265,6.639629488416433,-25.699804640745178,4.088398685837575,0,2,38330.04054959419,0
47,50664.01960023671,10,3,11,1.5895046921670857,North,151992.05880071013,10.83297126506333,6.44595117801571,-15.356987308121116,1.0970597184066,0,1,37073.5597859399,0
54,52873.08949167245,153,3,4,2.3656743832089897,North,158619.26847501734,10.87564978315058,2.2459089600675997,-15.092227383940273,15.111499082550964,0,1,35380.159188202044,0
40,41603.862896067774,31,4,18,4.201086257217682,East,166415.4515842711,10.635948300016862,10.955321291738041,-11.713756338314699,-0.10809498196628775,0,0,40263.740305892214,0
56,47090.7589933602,21,2,9,1.321983633044818,North,94181.5179867204,10.759832061038482,5.03329903752919,-12.031986082554841,2.626552008999754,0,1,31265.035150713094,0
62,40050.43517338224,219,3,11,2.3176960186093543,West,120151.30552014672,10.597894818189838,6.561530812331209,-8.504990295776146,22.25363599817971,0,0,27753.096095452885,0
32,45578.310735503845,81,1,12,0.33318368742114557,North,45578.310735503845,10.727187240583785,7.0689204726368455,-16.322299801299003,6.297364752731907,0,1,39307.04548619425,0
